SKU	Product Name	Product Description	Bullet Points	Manufacturer	Brand Name	Price	Currency	In Stock	Image URL	Image URL1	Image URL2	
ST4GAMANOES2RFF_2162	A Nightmare on Elm Street 2 - Retro Figure Freddy	A Nightmare on Elm Street 2 - Retro Figure Freddy		Store 401 games	Store 401 games	41.95	CDN	1	http://store.401games.ca//img/product/id=329815			
ST4GAMAT2IFGSO_191	Adventure Time - 24 Inch Finn's Golden Sword ofBattle	Adventure Time - 24 Inch Finn's Golden Sword ofBattle		Store 401 games	Store 401 games	26.95	CDN	3	http://store.401games.ca//img/product/id=172659			
ST4GAMATJ1ISP_1	Adventure Time - Jake 10 Inch Super Posable	Adventure Time - Jake 10 Inch Super Posable		Store 401 games	Store 401 games	24.95	CDN	2	http://store.401games.ca//img/product/id=135178			
ST4GAMATFPP_190	Adventure Time - Flame Princess Plush	Adventure Time - Flame Princess Plush		Store 401 games	Store 401 games	16.95	CDN	2	http://store.401games.ca//img/product/id=197371			
ST4GAMATKMS_2	Adventure Time - Kidrobot Mini Series	Adventure Time - Kidrobot Mini Series		Store 401 games	Store 401 games	12.95	CDN	27	http://store.401games.ca//img/product/id=384921			
ST4GAMATMP_3	Adventure Time - Marceline Plush	Adventure Time - Marceline Plush		Store 401 games	Store 401 games	16.95	CDN	2	http://store.401games.ca//img/product/id=197483			
ST4GAMATPLSP_5	Adventure Time - Plush Lumpy Space Princess	Adventure Time - Plush Lumpy Space Princess		Store 401 games	Store 401 games	16.95	CDN	0	http://store.401games.ca//img/product/id=203559			
ST4GAMATPBP_4	Adventure Time - Princess Bubblegum Plush	Adventure Time - Princess Bubblegum Plush		Store 401 games	Store 401 games	16.95	CDN	2	http://store.401games.ca//img/product/id=197484			
ST4GAMAOSZHM_7	Agents of Shield Zip Hoodie MED	Agents of Shield Zip Hoodie MED		Store 401 games	Store 401 games	69.95	CDN	0	http://store.401games.ca//img/product/id=231538			
ST4GAMATZJ_6	Adventure Time - Zombie Jake	Adventure Time - Zombie Jake		Store 401 games	Store 401 games	13.95	CDN	0	http://store.401games.ca//img/product/id=197486			
ST4GAMAOSZHS_8	Agents of Shield Zip Hoodie SML	Agents of Shield Zip Hoodie SML		Store 401 games	Store 401 games	69.95	CDN	0	http://store.401games.ca//img/product/id=231539			
ST4GAMAAQDF_2163	Aliens - Alien Queen Deluxe Figure	Aliens - Alien Queen Deluxe Figure		Store 401 games	Store 401 games	134.95	CDN	15	http://store.401games.ca//img/product/id=377219			
ST4GAMACDHVX_2164	Aliens - Corporal Dwayne Hicks vs XenomorphWarrior	Aliens - Corporal Dwayne Hicks vs XenomorphWarrior		Store 401 games	Store 401 games	37.95	CDN	17	http://store.401games.ca//img/product/id=134668			
ST4GAMAS2SCW_2165	Aliens - Series 2 - Sergeant Craig Windrix	Aliens - Series 2 - Sergeant Craig Windrix		Store 401 games	Store 401 games	19.95	CDN	7	http://store.401games.ca//img/product/id=172711			
ST4GAMAS5BQA_2166	Aliens - Series 5 - Bishop (Queen Attack)	Aliens - Series 5 - Bishop (Queen Attack)		Store 401 games	Store 401 games	27.95	CDN	2	http://store.401games.ca//img/product/id=388313			
ST4GAMAS3B_2167	Aliens - Series 3 - Bishop	Aliens - Series 3 - Bishop		Store 401 games	Store 401 games	23.95	CDN	1	http://store.401games.ca//img/product/id=292174			
ST4GAMAGS5XW_2168	Aliens Genocide - Series 5 - Xenomorph Warrior(Red)	Aliens Genocide - Series 5 - Xenomorph Warrior(Red)		Store 401 games	Store 401 games	27.95	CDN	3	http://store.401games.ca//img/product/id=388314			
