SKU	Product Name	Product Description	Bullet Points	Manufacturer	Brand Name	Price	Currency	In Stock	Image URL	Image URL1	Image URL2	
ST4GAMDKRCTASYTH_195	Dark Knight Returns - Call to Arms Statue - Yearof the Horse	Dark Knight Returns - Call to Arms Statue - Yearof the Horse		401 Games	401 Games	449.95	CDN	2	http://store.401games.ca//img/product/id=270928			
ST4GAMJLV3AF_502	Jumbo Lion Voltron 30th Anniversary Figure	Jumbo Lion Voltron 30th Anniversary Figure		401 Games	401 Games	374.95	CDN	2	http://store.401games.ca//img/product/id=388767			
ST4GAMBHRAHB_121	Batman Hush Real Action Heroes Batman	Batman Hush Real Action Heroes Batman		401 Games	401 Games	199.95	CDN	1	http://store.401games.ca//img/product/id=284564			
ST4GAMMHSDH_732	Mega Hobby - Space Dandy - Honey	Mega Hobby - Space Dandy - Honey		401 Games	401 Games	182.95	CDN	1	http://store.401games.ca//img/product/id=310882			
ST4GAMDRMDB_256	Desktop Real McCoy - DBZ - Bulma	Desktop Real McCoy - DBZ - Bulma		401 Games	401 Games	179.95	CDN	1	http://store.401games.ca//img/product/id=387151			
ST4GAMGOTGGARR1S_460	Guardians of the Galaxy - Groot and Rocket RaccoonStatue (1:9 Scale)	Guardians of the Galaxy - Groot and Rocket RaccoonStatue (1:9 Scale)		401 Games	401 Games	164.95	CDN	1	http://store.401games.ca//img/product/id=286948			
ST4GAMMPAKVIM_593	Marvel Play Arts Kai Variant Iron Man	Marvel Play Arts Kai Variant Iron Man		401 Games	401 Games	159.95	CDN	1	http://store.401games.ca//img/product/id=370382			
ST4GAMDCBPAKTW_212	DC Comics - Batman Play Arts Kai Timeless WildWest	DC Comics - Batman Play Arts Kai Timeless WildWest		401 Games	401 Games	157.95	CDN	1	http://store.401games.ca//img/product/id=368231			
ST4GAMKSWLALA_518	Kotobukiya - Star Wars - Luke and Leia Artfx+Statue	Kotobukiya - Star Wars - Luke and Leia Artfx+Statue		401 Games	401 Games	149.95	CDN	2	http://store.401games.ca//img/product/id=352092			
ST4GAMSEPAKDCH_1872	Square Enix - Play Arts Kai - DC Comics - Hawkman	Square Enix - Play Arts Kai - DC Comics - Hawkman		401 Games	401 Games	149.95	CDN	0	http://store.401games.ca//img/product/id=297849			
ST4GAMSEPAKFFVCCS_1874	Square Enix - Play Arts Kai - Final Fantasy VIIAdvent Children - Cloud Strife	Square Enix - Play Arts Kai - Final Fantasy VIIAdvent Children - Cloud Strife		401 Games	401 Games	149.95	CDN	0	http://store.401games.ca//img/product/id=361335			
ST4GAMSEPPAP_1880	Square Enix Products - Play Arts - Predator	Square Enix Products - Play Arts - Predator		401 Games	401 Games	149.95	CDN	0	http://store.401games.ca//img/product/id=352153			
ST4GAMDHTLOZTG_192	Dark Horse - The Legend of Zelda - TwilightPrincess - Ganondorf	Dark Horse - The Legend of Zelda - TwilightPrincess - Ganondorf		401 Games	401 Games	144.95	CDN	1	http://store.401games.ca//img/product/id=297859			
ST4GAMBAAPIS_112	Batman Arkham Asylum Poison Ivy Statue	Batman Arkham Asylum Poison Ivy Statue		401 Games	401 Games	140.95	CDN	1	http://store.401games.ca//img/product/id=296562			
ST4GAMPAKAKR_895	Play Arts Kai Arkham Knight - Robin	Play Arts Kai Arkham Knight - Robin		401 Games	401 Games	139.95	CDN	1	http://store.401games.ca//img/product/id=383921			
ST4GAMKAOTMAS_513	Kotobukiya - Attack on Titan - Mikasa AckermanArtFX Statue	Kotobukiya - Attack on Titan - Mikasa AckermanArtFX Statue		401 Games	401 Games	134.95	CDN	0	http://store.401games.ca//img/product/id=291421			
ST4GAMHMCD_464	Halo - Master Chief Deluxe	Halo - Master Chief Deluxe		401 Games	401 Games	134.95	CDN	1	http://store.401games.ca//img/product/id=388732			
ST4GAMAAQDF_12	Aliens - Alien Queen Deluxe Figure	Aliens - Alien Queen Deluxe Figure		401 Games	401 Games	134.95	CDN	15	http://store.401games.ca//img/product/id=377219			
ST4GAMBAFAOTEY_162	Brave Act Figure - Attack on Titan - Eren Yeager	Brave Act Figure - Attack on Titan - Eren Yeager		401 Games	401 Games	134.95	CDN	4	http://store.401games.ca//img/product/id=296646			
ST4GAMMGS2SSF_762	Metal Gear Solid 2 - Solid Snake Figma	Metal Gear Solid 2 - Solid Snake Figma		401 Games	401 Games	133.95	CDN	0	http://store.401games.ca//img/product/id=392085			
ST4GAMDCBAKB_203	DC Collectibles - Batman Arkham Knight - BatmanStatue	DC Collectibles - Batman Arkham Knight - BatmanStatue		401 Games	401 Games	129.95	CDN	0	http://store.401games.ca//img/product/id=306455			
ST4GAMSWDMJUA_1905	Star Wars - Darth Maul Japanese Ukiyo-E - ArtFXStatue	Star Wars - Darth Maul Japanese Ukiyo-E - ArtFXStatue		401 Games	401 Games	129.95	CDN	0	http://store.401games.ca//img/product/id=305260			
ST4GAMSWHSACAS_1912	Star Wars - Han Solo and Chewbacca - ArtFX Statue	Star Wars - Han Solo and Chewbacca - ArtFX Statue		401 Games	401 Games	129.95	CDN	2	http://store.401games.ca//img/product/id=305264			
ST4GAMDCDPAK_213	DC Comics - Darkseid Play Arts Kai	DC Comics - Darkseid Play Arts Kai		401 Games	401 Games	124.95	CDN	0	http://store.401games.ca//img/product/id=252758			
ST4GAMDCBZMS_226	DC Comics Bombshells - Zatanna Magician Statue	DC Comics Bombshells - Zatanna Magician Statue		401 Games	401 Games	124.95	CDN	0	http://store.401games.ca//img/product/id=298579			
ST4GAMDCBMBS_225	DC Comics Bombshells - Mera Beach Statue	DC Comics Bombshells - Mera Beach Statue		401 Games	401 Games	124.95	CDN	1	http://store.401games.ca//img/product/id=338345			
ST4GAMDCBHHQS_224	DC Comics Bombshells - Holiday Harley Quinn Statue	DC Comics Bombshells - Holiday Harley Quinn Statue		401 Games	401 Games	124.95	CDN	2	http://store.401games.ca//img/product/id=298559			
ST4GAMSMFZSJ_1815	Sailor Moon FiguArts Zero - Sailor Jupiter	Sailor Moon FiguArts Zero - Sailor Jupiter		401 Games	401 Games	124.95	CDN	1	http://store.401games.ca//img/product/id=357666			
ST4GAMSEPAKFFVCBW_1873	Square Enix - Play Arts Kai - Final Fantasy VIIAdvent Children - Barret Wallace	Square Enix - Play Arts Kai - Final Fantasy VIIAdvent Children - Barret Wallace		401 Games	401 Games	124.95	CDN	0	http://store.401games.ca//img/product/id=309271			
ST4GAMSEPAKFFVCRX_1875	Square Enix - Play Arts Kai - Final Fantasy VIIAdvent Children - Red XIII	Square Enix - Play Arts Kai - Final Fantasy VIIAdvent Children - Red XIII		401 Games	401 Games	124.95	CDN	0	http://store.401games.ca//img/product/id=297838			
ST4GAMSEPAKMGSPSF_1876	Square Enix - Play Arts Kai - Metal Gear SolidPhantom Pain - Skull Face	Square Enix - Play Arts Kai - Metal Gear SolidPhantom Pain - Skull Face		401 Games	401 Games	124.95	CDN	1	http://store.401games.ca//img/product/id=340523			
ST4GAMSEPAVDCJ_1879	Square Enix - Play Arts Variant - DC Comics -Joker	Square Enix - Play Arts Variant - DC Comics -Joker		401 Games	401 Games	124.95	CDN	1	http://store.401games.ca//img/product/id=302345			
ST4GAMSEPPAKFVACTL_1881	Square Enix Products - Play Arts Kai - FinalFantasy VII Advent Children - Tifa Lockheart	Square Enix Products - Play Arts Kai - FinalFantasy VII Advent Children - Tifa Lockheart		401 Games	401 Games	124.95	CDN	0	http://store.401games.ca//img/product/id=310873			
ST4GAMSEPPAKH2MCAE_1882	Square Enix Products - Play Arts Kai - Halo 2 -Master Chief Anniversary Edition	Square Enix Products - Play Arts Kai - Halo 2 -Master Chief Anniversary Edition		401 Games	401 Games	124.95	CDN	3	http://store.401games.ca//img/product/id=324104			
ST4GAMSEPPAKVBA_1883	Square Enix Products - Play Arts Kai Variant -Batman Armored	Square Enix Products - Play Arts Kai Variant -Batman Armored		401 Games	401 Games	124.95	CDN	3	http://store.401games.ca//img/product/id=329809			
ST4GAMPRCA_865	Pacific Rim - Cherno Alpha	Pacific Rim - Cherno Alpha		401 Games	401 Games	123.95	CDN	2	http://store.401games.ca//img/product/id=292123			
ST4GAMTMDWMDOTDMB_2065	Titan Merchandise - Doctor Who MasterpieceCollection - Day of the Daleks Maxi Bust	Titan Merchandise - Doctor Who MasterpieceCollection - Day of the Daleks Maxi Bust		401 Games	401 Games	116.95	CDN	1	http://store.401games.ca//img/product/id=332553			
ST4GAMTMDWMGOTDMB_2066	Titan Merchandise - Doctor Who MasterpieceCollection - Genesis of the Daleks Maxi Bust	Titan Merchandise - Doctor Who MasterpieceCollection - Genesis of the Daleks Maxi Bust		401 Games	401 Games	116.95	CDN	0	http://store.401games.ca//img/product/id=332555			
ST4GAMBAOB_113	Batman Arkham Origins - Batman	Batman Arkham Origins - Batman		401 Games	401 Games	115.95	CDN	2	http://store.401games.ca//img/product/id=199203			
ST4GAMPBFV_1725	Predator - Blade Fighter Vehicle	Predator - Blade Fighter Vehicle		401 Games	401 Games	115.95	CDN	2	http://store.401games.ca//img/product/id=288609			
ST4GAMPRJGD1IC_867	Pacific Rim - Jaeger Gipsy Danger 18 Inch CannonArm	Pacific Rim - Jaeger Gipsy Danger 18 Inch CannonArm		401 Games	401 Games	114.95	CDN	4	http://store.401games.ca//img/product/id=304353			
ST4GAMPRJGD1I_866	Pacific Rim - Jaeger Gipsy Danger 18 Inch	Pacific Rim - Jaeger Gipsy Danger 18 Inch		401 Games	401 Games	114.95	CDN	2	http://store.401games.ca//img/product/id=136447			
ST4GAMPRJSE1I_869	Pacific Rim - Jaeger Striker Eureka 18 Inch	Pacific Rim - Jaeger Striker Eureka 18 Inch		401 Games	401 Games	114.95	CDN	0	http://store.401games.ca//img/product/id=362559			
ST4GAMDODSGM_262	Dimension of Dragonball: Son Gokou (Megahouse)	Dimension of Dragonball: Son Gokou (Megahouse)		401 Games	401 Games	112.95	CDN	2	http://store.401games.ca//img/product/id=361320			
ST4GAMSWHKMS_2021	Superman/Wonder Woman Holiday Kiss Mini Statue	Superman/Wonder Woman Holiday Kiss Mini Statue		401 Games	401 Games	112.95	CDN	0	http://store.401games.ca//img/product/id=306028			
ST4GAMAOJPAK_36	Arkham Origins - Joker Play Arts Kai	Arkham Origins - Joker Play Arts Kai		401 Games	401 Games	109.95	CDN	0	http://store.401games.ca//img/product/id=314153			
ST4GAMBMMSBJL_122	Batman Metallic Mini Statue by Jim Lee	Batman Metallic Mini Statue by Jim Lee		401 Games	401 Games	109.95	CDN	1	http://store.401games.ca//img/product/id=296589			
ST4GAMAORPAK_37	Arkham Origins - Robin Play Arts Kai	Arkham Origins - Robin Play Arts Kai		401 Games	401 Games	109.95	CDN	1	http://store.401games.ca//img/product/id=314157			
ST4GAMG2MSMSCV_435	Godzilla 2000 Millennium S.H. Monsterarts -Special Colour Ver.	Godzilla 2000 Millennium S.H. Monsterarts -Special Colour Ver.		401 Games	401 Games	109.95	CDN	2	http://store.401games.ca//img/product/id=358837			
ST4GAMSEPAVDCHQ_1878	Square Enix - Play Arts Variant - DC Comics -Harley Quinn	Square Enix - Play Arts Variant - DC Comics -Harley Quinn		401 Games	401 Games	109.95	CDN	0	http://store.401games.ca//img/product/id=299716			
ST4GAMSMFZSM_1816	Sailor Moon FiguArts Zero - Sailor Mercury	Sailor Moon FiguArts Zero - Sailor Mercury		401 Games	401 Games	108.95	CDN	2	http://store.401games.ca//img/product/id=305034			
