SKU	Product Name	Product Description	Bullet Points	Manufacturer	Brand Name	Price	Currency	In Stock	Image URL	Image URL1	Image URL2	
ST4GAMDKRCTASYTH_195	Dark Knight Returns - Call to Arms Statue - Yearof the Horse	Dark Knight Returns - Call to Arms Statue - Yearof the Horse		401 Games	401 Games	449.95	CDN	2	http://store.401games.ca//img/product/id=270928	http://store.401games.ca/catalog/5536806/dark-knight-returns---call-to-arms-statue---year-of-the-horse		
ST4GAMJLV3AF_503	Jumbo Lion Voltron 30th Anniversary Figure	Jumbo Lion Voltron 30th Anniversary Figure		401 Games	401 Games	374.95	CDN	2	http://store.401games.ca//img/product/id=388767	http://store.401games.ca/catalog/6409111/jumbo-lion-voltron-30th-anniversary-figure		
ST4GAMBHRAHB_121	Batman Hush Real Action Heroes Batman	Batman Hush Real Action Heroes Batman		401 Games	401 Games	199.95	CDN	1	http://store.401games.ca//img/product/id=284564	http://store.401games.ca/catalog/5321774/batman-hush-real-action-heroes-batman		
ST4GAMMHSDH_733	Mega Hobby - Space Dandy - Honey	Mega Hobby - Space Dandy - Honey		401 Games	401 Games	182.95	CDN	1	http://store.401games.ca//img/product/id=310882	http://store.401games.ca/catalog/5873464/mega-hobby---space-dandy---honey		
ST4GAMDRMDB_257	Desktop Real McCoy - DBZ - Bulma	Desktop Real McCoy - DBZ - Bulma		401 Games	401 Games	179.95	CDN	1	http://store.401games.ca//img/product/id=387151	http://store.401games.ca/catalog/6500310/desktop-real-mccoy---dbz---bulma		
ST4GAMGOTGGARR1S_461	Guardians of the Galaxy - Groot and Rocket RaccoonStatue (1:9 Scale)	Guardians of the Galaxy - Groot and Rocket RaccoonStatue (1:9 Scale)		401 Games	401 Games	164.95	CDN	1	http://store.401games.ca//img/product/id=286948	http://store.401games.ca/catalog/5657882/guardians-of-the-galaxy---groot-and-rocket-raccoon-statue-19-scale		
ST4GAMMPAKVIM_594	Marvel Play Arts Kai Variant Iron Man	Marvel Play Arts Kai Variant Iron Man		401 Games	401 Games	159.95	CDN	1	http://store.401games.ca//img/product/id=370382	http://store.401games.ca/catalog/6375197/marvel-play-arts-kai-variant-iron-man		
ST4GAMDCBPAKTW_214	DC Comics - Batman Play Arts Kai Timeless WildWest	DC Comics - Batman Play Arts Kai Timeless WildWest		401 Games	401 Games	157.95	CDN	1	http://store.401games.ca//img/product/id=368231	http://store.401games.ca/catalog/6349081/dc-comics---batman-play-arts-kai-timeless-wild-west		
ST4GAMKSWLALA_519	Kotobukiya - Star Wars - Luke and Leia Artfx+Statue	Kotobukiya - Star Wars - Luke and Leia Artfx+Statue		401 Games	401 Games	149.95	CDN	2	http://store.401games.ca//img/product/id=352092	http://store.401games.ca/catalog/6223963/kotobukiya---star-wars---luke-and-leia-artfx-statue		
ST4GAMSEPAKDCH_1872	Square Enix - Play Arts Kai - DC Comics - Hawkman	Square Enix - Play Arts Kai - DC Comics - Hawkman		401 Games	401 Games	149.95	CDN	0	http://store.401games.ca//img/product/id=297849	http://store.401games.ca/catalog/5748018/square-enix---play-arts-kai---dc-comics---hawkman		
ST4GAMSEPAKFFVCCS_1874	Square Enix - Play Arts Kai - Final Fantasy VIIAdvent Children - Cloud Strife	Square Enix - Play Arts Kai - Final Fantasy VIIAdvent Children - Cloud Strife		401 Games	401 Games	149.95	CDN	0	http://store.401games.ca//img/product/id=361335	http://store.401games.ca/catalog/6283146/square-enix---play-arts-kai---final-fantasy-vii-advent-children---cloud-strife		
ST4GAMSEPPAP_1880	Square Enix Products - Play Arts - Predator	Square Enix Products - Play Arts - Predator		401 Games	401 Games	149.95	CDN	0	http://store.401games.ca//img/product/id=352153	http://store.401games.ca/catalog/6224280/square-enix-products---play-arts---predator		
ST4GAMDHTLOZTG_194	Dark Horse - The Legend of Zelda - TwilightPrincess - Ganondorf	Dark Horse - The Legend of Zelda - TwilightPrincess - Ganondorf		401 Games	401 Games	144.95	CDN	1	http://store.401games.ca//img/product/id=297859	http://store.401games.ca/catalog/5270559/dark-horse---the-legend-of-zelda---twilight-princess---ganondorf		
