SKU	Product Name	Product Description	Bullet Points	Manufacturer	Brand Name	Price	Currency	In Stock	Image URL	Image URL1	Image URL2	
DJI-S1000-A2-Z15	DJI S1000 Premium Octocopter + A2 and Z15	DJI S1000 Premium + A2 + Z15 Combo (Canon 5D Mark II/III or Panasonic GH3 or Black Magic Pocket Camera BMPCC) indicate gimbal option at checkout SPARKPROOF PLUG Its main power cord uses an AS150 sparkproof plug and an XT150 plug, preventing creators from mixing up polarity when plugging in the battery and preventing short circuits.  Low Gimbal Mounting PositionThe gimbal is mounted low on the frame on a specially designed bracket. When combined with our retractable landing gear, it offers a clear and wide shooting angle. Assembly VideoHere is the unboxing and initial installation video, I strongly recommend that you do this yourself to get familiar with the components and how to inspect and maintain them		For Experts	For Experts	5330.00	CDN	0	//cdn3.volusion.com/pfdxa.tbfnk/v/vspfiles/photos/DJI-S1000-A2-Z15-2.gif?1411560468	//cdn3.volusion.com/pfdxa.tbfnk/v/vspfiles/photos/DJI-S1000-A2-Z15-3.gif?1411560468		
DJI-S1000-A2	DJI S1000 Premium Octocopter + A2	SAFE AND STABLE  The S1000's V type mixer design provides large amounts of propulsion while improving power efficiency. Combined with a DJI flight controllers like the A2, it is guaranteed to remain stable even with the loss of a rotor. Integrated into the center frame is a power distribution system using our patented coaxial cable connector.   It is more efficient, reliable and easy to install and eliminates the need for soldering. All frame arms as well as the retractable landing gear are made from carbon fiber, ensuring light weight and high structural stability.      PORTABLE EASY TO USE  All eight arms can be completely folded down and the 1552 folding propeller can be tucked away, minimizing the S1000's size for transportation. To fly, simply lift the frame arms up, lock them in place with the red clips and power up the system. This greatly saves on pre-flight prep time.       SPARKPROOF PLUG  Its main power cord uses an AS150 sparkproof plug and an XT150 plug, preventing creators from mixing up polarity when plugging in the battery and preventing short circuits.   Low Gimbal Mounting Position (optional equipment)   The gimbal is mounted low on the frame on a specially designed bracket. When combined with our retractable landing gear, it offers a clear and wide shooting angle.      New Damping Design Gimbal and battery are mounted to the same bracket, with dampers placed between the bracket and the frame. This significantly reduces high-frequency vibrations and makes shots clearer and sharper. The battery tray's position also makes it more stable and convenient for mounting and dismounting.     Innovative Frame Arm Design  Each frame arm is designed with an 8° inversion and a 3° inclination, making the aircraft more stable when rolling and pitching yet more flexible when rotating.       Propulsion System  Each frame arm has a built-in 40A electronic speed controller (ESC). When combined with its 4114 pro motor and hi...		Air Frames	Air Frames	4750.00	CDN	1	//cdn3.volusion.com/pfdxa.tbfnk/v/vspfiles/photos/DJI-S1000-A2-2.gif?1411560468			
DJI-S1000	DJI S1000 Premium Octocopter (no flight controller)	SAFE AND STABLE  The S1000's V type mixer design provides large amounts of propulsion while improving power efficiency. Combined with a DJI flight controllers like the A2, it is guaranteed to remain stable even with the loss of a rotor. Integrated into the center frame is a power distribution system using our patented coaxial cable connector.   It is more efficient, reliable and easy to install and eliminates the need for soldering. All frame arms as well as the retractable landing gear are made from carbon fiber, ensuring light weight and high structural stability.      PORTABLE EASY TO USE  All eight arms can be completely folded down and the 1552 folding propeller can be tucked away, minimizing the S1000's size for transportation. To fly, simply lift the frame arms up, lock them in place with the red clips and power up the system. This greatly saves on pre-flight prep time.       SPARKPROOF PLUG  Its main power cord uses an AS150 sparkproof plug and an XT150 plug, preventing creators from mixing up polarity when plugging in the battery and preventing short circuits.   Low Gimbal Mounting Position (optional equipment)   The gimbal is mounted low on the frame on a specially designed bracket. When combined with our retractable landing gear, it offers a clear and wide shooting angle.      New Damping Design Gimbal and battery are mounted to the same bracket, with dampers placed between the bracket and the frame. This significantly reduces high-frequency vibrations and makes shots clearer and sharper. The battery tray's position also makes it more stable and convenient for mounting and dismounting.     Innovative Frame Arm Design  Each frame arm is designed with an 8° inversion and a 3° inclination, making the aircraft more stable when rolling and pitching yet more flexible when rotating.       Propulsion System  Each frame arm has a built-in 40A electronic speed controller (ESC). When combined with its 4114 pro motor and hi...		Air Frames	Air Frames	4299.00	CDN	5	//cdn3.volusion.com/pfdxa.tbfnk/v/vspfiles/photos/DJI-S1000-2.gif?1411560468			
OB6-RTF-APM-VERSION	OB-6 Hexacopter RTF	Canada Drones is very proud to present you the Observer-6, our first in-house designed and produced Hexacopter. After years of experience with the other frames available on the market the decision to create our own custom frame from the ground up was quite easy. Canada Drones teamed up with Andre Verville from Kildir Technologies to create what is in our mind the perfect industrial platform to do land survey and inspection of any kind.The concept and design went through many iterations but the end goal was to produce a light frame strong enough to be called a TOOL and still powerful enough to lift a DSLR/FLIR/NIR/GoPro/... cameraNow sold with foldable legs (see below)It can easily be used to do: Police collision reports Search and Rescue Coast guard recon missions  Land surveys Aerial mapping Aerial Photo / Video  Agriculture Inspection Construction site monitoring  Basic requirement were dictated by you the customers: Always asking for something better than carbon fiber (it's nice, strong but when it breaks it's a mess and nothing survive!)  Light but not fragile Easy to use (still this should not be consider a beginner project, we expect you to have prior RC pilot skills... a DJI Phantom is a great tool to get you up to speed)  Vibration isolation (we did many levels of it!)  Able to mount any brand of Flight controllers, Camera, Gimbals, accessories...  Ready to fly and configured before delivery (Tested!)  Foldable to some extend (still requires tools but it does fold for ease of transportation) Honest design, made locally, with pride!  Affordable (this doesn't mean cheap parts!)  Easy to service / upgrade / work on... If you know multicopter you know they crash... you will need to fix them... this frame is design with that in mind)  Able to lift up to 5kg  Autonomous flight capabilities (well this is not dictated by the frame but the flight controller, we will be using the proven APM2.6 in most builds but DJI flight controllers...		CanadaDrones / Kildir	CanadaDrones / Kildir	3850.00	CDN	5	//cdn3.volusion.com/pfdxa.tbfnk/v/vspfiles/photos/OB6-RTF-APM-VERSION-2.jpg?1415305638	//cdn3.volusion.com/pfdxa.tbfnk/v/vspfiles/photos/OB6-RTF-APM-VERSION-3.jpg?1415305638	//cdn3.volusion.com/pfdxa.tbfnk/v/vspfiles/photos/OB6-RTF-APM-VERSION-4.jpg?1415305638	
DJI-Z15-5D_1	DJI ZENMUSE Z15 FOR CANON 5D MARK II / III	(This gimbal is NOT suitable for DJi S800/S800 EVO or smaller frames The weight is more than the recommended limit for most copters, this is Ideal for S1000.) Will not be compatible with APM / Pixhawk flight controller, you neen a DJI Naza V2 or even better a DJI A2 to use this.  Special order only, usually here in 1-2 week.ANOTHER EVOLUTIONARY 3-AXIS PROFESSIONAL GIMBALThe DJI Zenmuse Z15-5D Gimbal, based on the technology of the Zenmuse Z15 series gimbal, inherited its predominant strength/weight ratio because of its unique structural design. This release marks another breakthrough in gimbal systems and the precision range of the control angle is within ±0.02°. When used with DJI A2 professional flight controller and an Octo-copter, it will remain stable and precisely with the highest level of stability in controlling any camera equipment even if the aircraft is in strong wind or at high speed. Undeniably, it is the top choice in professional filming or aerial photography.CUSTOMIZED GIMBAL DESIGN FOR THE CANON 5D MARK III/ 5D MARK IIIn order to ensure the gimbal functions at its best and submits nothing but industry level images, DJI provides a customized Gimbal in accordance with the latest in camera technologyâ€¦ the Zenmuse Z15-5D Gimbal is customized for the Canon 5D Mark III and Canon 5D Mark II for example. The Canon 5D series camera has been providing an unparalleled customer experience as it offers excellent video quality and a variety of recording formats, bit rates and frame ratesâ€¦ and with up to 1920Ã—1080/24P shooting ability, the Canon 5D is a perfect camera for all in the world of aerial photography.MULTIPLE CONTROL MODESThe Zenmuse Gimbal system offers three types of control modes. Orientation-locked control mode, Non Orientation-locked control mode and Back to Mid-point mode (Horizontal mode). These three modes can be switched both quickly and easily to support the many different requirements of aerial photography.3-AXIS...		For Experts	For Experts	3420.00	CDN	0	//cdn3.volusion.com/pfdxa.tbfnk/v/vspfiles/photos/DJI-Z15-5D_1-2.jpg?1411560468			
DJI-RONIN-1	DJI RONIN	DJI RONIN - FREE YOURSELF. BE A WARRIOR   The DJI Ronin Handheld Gimbal System has been developed for the cinematographer with pro-grade build quality keeping up with the demands of everyday use and aerial film making in professional environments. Just hold it in your hands and you'll achieve smooth and stable footage with the highest levels of precision. Even when mounted to an aircraft in high-speed flight, precise control can be achieved with the highest level of stability. Along with our attention to detail, custom built super fast processors, sensors, and algorithms offer an extreme precision of control angle within the range of ±0.02°. This puts world class leading technology into your hands offering the highest standards when it comes to picture or video stabilization  KEY FEATURES    3-AXIS STABILIZED GIMBAL SYSTEM  SUPPORTS A MULTITUDE OF CAMERAS & LENSES (FROM MICRO FOUR-THIRDS TO RED EPIC SIZED)  SIMPLE 5 MINUTE SETUP & BALANCE  BUILT-IN TOOL-LESS BALANCE ADJUSTMENT SYSTEM  BUILT-IN RECEIVER & REMOTE CONTROL AVAILABLE  MOBILE BLUETOOTH ASSISTANT SOFTWARE  BASED ON DJI ZENMUSE TECHNOLOGY  GIMBAL TUNING STAND  FIRMWARE UPGRADABLE    IMPRESSIVE CONTROL EXPERIENCE - SMOOTHTRACK CONTROL  SmoothTrackTM gives the single gimbal operator the ability to translate their tilt and pan movements of the gimbal into smooth and stabilized movements of the camera's angle. Framing of broad wide-angle scenes or even close quarters becomes much easier during single gimbal operator use.   AUTO CONFIGURATION  After balancing the camera with a simple tap of the ATS (Auto Tune Stability) button, Ronin will be automatically tuned for your camera rig. The gimbal will intelligently adjust parameters based off the camera rigs weight and independently adjust each individual axis until an optimal setting is found.   UPRIGHT OPERATION MODE  Upright Mode allows the gimbal to be flipped over and operate the camera closer to eye level without straining to lift the gimbal. This...		Brushless Gimbals	Brushless Gimbals	3249.00	CDN	0	//cdn3.volusion.com/pfdxa.tbfnk/v/vspfiles/photos/DJI-RONIN-1-2.jpg			
DJI-Z15-NEX7	DJI ZENMUSE Z15 for SONY Sony Nex5/7	Will not be compatible with APM / Pixhawk flight controller, you neen a DJI Naza V2 or even better a DJI A2 to use this.  Special order only, usually here in 1-2 week.OverviewPlain and simpleâ€¦gone are the days of shaky, unstable footage! Whether you are shooting a movie or commercial, or performing a search and rescue mission, shaky footage is the number one problem plaguing the aerial photography industry. After all, what good is a view from the sky if it's unusable? Through the use of 3-axis gyros, inertial measurement unit feedback, and special 3-DOF servo drive modules, the Zenmuse line of camera gimbals achieve sub-pixel stabilization. This performance was previously only achieved in the most expensive full-scale helicopter gimbals; most of which cost upwards of $500,000. Now, for less than 1% of that cost, you can achieve perfectly stable footage every flightâ€¦even in windy conditions!Features3-AXIS PROFESSIONAL GIMBAL WITH HIGH PERFORMANCE FOR ZENMUSEDJI Zenmuse Gimbal is a milestone gimbal system which is developed for professional filming, aerial photography for commercial use. Even if aircrafts are in a fast-speed flight, it can still stabilize and control the camera equipment precisely with highest stability. The precision of control angle is within the range of ±0.05°, so picture or video output can reach the best effect.GIMBAL DESIGN CUSTOMIZED FOR DIFFERENT CAMERAS FOR ZENMUSE Z15In order to make the gimbal function the best, DJI provides the customized Gimbal according to the types of camera. For example, the Zenmuse Z15 supports two types of camera, which are Sony Nex5/7 and Panasonic GH2. One type of Gimbal can only support one serial of camera. When users want to use a different series of camera, they need purchase the additional accessories related.MULTIPLE CONTROL MODES FOR ZENMUSE Z15Zenmuse gimbal system has three types of control modes, which are Orientation-locked control mode, Non Orientation-locked contro...		For Experts	For Experts	2999.00	CDN	5	//cdn3.volusion.com/pfdxa.tbfnk/v/vspfiles/photos/DJI-Z15-NEX7-2.jpg?1411560468			
DJI-Z15-GH3	DJI ZENMUSE Z15 Panasonic GH3	Please pre-order this item when not in stock, will receive it within 2 weeks. Zenmuse Z15-GH3 Features  Another Evolutionary 3-AXIS Professional Gimbal Gimbal Design Customized for the Panasonic GH3 Multiple Control Modes Controllable 3-AXIS Rotation Angle Built-in Independent IMU Module Special DJI Gimbal Servo Drive Module HDMI-AV Module Excellent Choice for a DJI Total Solution		For Experts	For Experts	2999.00	CDN	5	//cdn3.volusion.com/pfdxa.tbfnk/v/vspfiles/photos/DJI-Z15-GH3-2.gif?1411560468			
DJI-Z15-BMPCC	DJI ZENMUSE Z15 BMPCC	Please pre-order this item when not in stock, will receive it within 2 weeks. Zenmuse Z15-BMPCC FeaturesBuilt for the BMPCCHDMI-AV/HD module3-axis rotation controlMultiple control modesA total solutionGimbal servo drive moduleBuilt in independent IMU moduleAN EXTRAORDINARILY SMOOTH PROFESSIONAL 3-AXIS GIMBALThe DJI Zenmuse Z15-BMPCC gimbal represents a breakthrough in Zenmuse precision, offering a control range of just ±0.01°. Used with a DJI A2 professional flight controller and a professional DJI aerial system, it will keep the BMPCC stable and controllable even in strong winds or intense maneuvers.Built for the BMPCCEach Zenmuse is guaranteed to deliver nothing short of the best in camera control and stabilization. The Zenmuse Z15-BMPCC is built only for the Black Magic Pocket Cinema Camera, known for true digital film quality images through a feature film style 13 stops of dynamic range, Super 16 sensor size, high quality lossless CinemaDNG RAW and Apple ProResâ„¢ recording. All of this is packed into a small body, making the Black Magic Pocket Cinema Camera ideal for aerial cinematography and photography.		For Experts	For Experts	2999.00	CDN	5	//cdn3.volusion.com/pfdxa.tbfnk/v/vspfiles/photos/DJI-Z15-BMPCC-2.jpg?1411560468			
DD-DJI-INSPIRE1-X5	ZENMUSE X5	*** Price and availability are still subject to change, if the price comes up you will have to pay the difference, if price goes down we will gladly refund you the difference. SHIPPING STARTS MID OCTOBER (very subject to change, we are now taking pre-order for the first batch that will arrive, full amount required to secure the order) * Order cancellation is possible all the way to the day these will start shipping.This is it guys, the next version of the Inspire 1 camera/gimbal for real professionals. This is the Zenmuse X5 In a nutshell:  4K video at up to 30fpsRecord at 4096Ã—2160 (24fps) or 3840Ã—2160 (30/25fps)16MP photographs12.8 stops of dynamic range  The RAW version is also available, check later for listing.		CANDRON	CANDRON	2968.00	CDN	0	//cdn3.volusion.com/pfdxa.tbfnk/v/vspfiles/photos/DD-DJI-INSPIRE1-X5-2.gif?1441913187			
